claim,evidence,evidence_url,url_status,evidence_domain,reasoning,nli_label,original_credibility,article_source
الجيش الجزائري يهدد بالمواجهة مع من يمس أمن البلاد واستقرارها.,"مرصد مينا – الجزائر

هدد قائد الجيش الجزائري، الجنرال “السعيد شنقريحة”، من وصفهم بـ “الباحثين والمتعطشين للسلطة”، بمواجهة مع الجيش الوطني في حال مساسهم بامن البلاد واستقرارها، مشدداً على أن رد المؤسسة",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_47
"إن منظمة هيومن رايتس ووتش تنتهك خصوصية المجتمع القطري بتقريرها الذي يصف男人：

从给定的文本中，主要论点是：国际人权组织“人权观察”对卡塔尔社会女性地位的描述有偏见，并未准确反映现实情况。具体来说，作者认为该组织使用了不切实际的例子，未能客观地呈现卡塔尔妇女的生活状况。

简化为一句话作为核心主张就是：

国际人权组织“人权观察”的报告对卡塔尔女性地位的描述存在偏见和不实之处。",国际体育仲裁庭（The Court of Arbitration for Sport，简称CAS）就一宗标志性案件作出裁决，允许国际田联（IAAF）在部分项目强制限制女性运动员的睾酮水平。 国际田联此前规定，睾酮过盛的运动员必须强制进行抑制治疗，并称这是“有歧视但却必须”的做法，南非女运动员卡斯特尔·塞门亚（Caster Semenya）以反歧视为由对国际田联的规定提出反对。 这名28岁的奥运选手曾向国际田联发起挑战，反对其在400米至一英里之间的赛跑项目中对女性跑手睾酮水平作出限制的决定。 塞门亚在她的800米跑项目中过去29次出赛均赢得第一，而她天生具有两性人特征——意味着她身体所分泌的睾酮水平高于常人。 而国际田联的决定则意味着，这名跑手与其他天生有所谓性别分化异常（DSD）的运动员一样，她必须服用睾酮抑制剂，才能继续参加这些中短跑项目的比赛，否则就只能转向其他项目。 “十年来，国际田联一直试图让我慢下来，但这实际上令我更加强大。CAS的决定不会令我退缩，”她在一份声明中表示。 CAS表示，他们也认为对有DSD的运动员作特别规定是带有歧视性的，并且对于条例的实际执行有顾虑，但是他们表示，这种“歧视”是“必要、合理以及比例均衡的”，是为了“保护女性体育的廉洁”。 他们的荷尔蒙、基因、生殖器官可能同时具有男性和女性的特征，这有可能导致较高水平的睾酮分泌——这一荷尔蒙因素会提升人的肌肉、力量和影响耐力的血红蛋白。 DSD的全写原本是“disorders of sexual development”，但当中意指“紊乱”的“disorder”一字引来争议，带有这种特征人更倾向于用“两性人”的说法，或者将DSD说成是“differences（不同） in sex development” 国际田联的新规定将在5月8日开始生效，意味着受影响的参赛者们，要在一星期内开始药物使用流程，才能赶及参加今年9月在多哈举行的世界田径锦标赛。 塞门亚的律师此前曾表示，塞门亚的身体特征是她的“基因天赋”，应该得到赞颂：“有性别分化异常的女性，所具有的基因独特性与体育运动中的其他基因特性没有区别。” - BBC性别议题记者梅加·默汉（Megha Mohan）、BBC国际部体育总编本·萨特兰（Ben Sutherland）分析 支持塞门亚的人认为，这名跑手被惩罚的原因仅仅是她与生俱来的身体特征。她没有作弊，也没有被裁定使用了提升运动表现的药物。 人权观察组织（Human Rights Watch）的LGBT（同性恋、双性恋和跨性别人士）项目研究员凯尔·奈特（Kyle Knight）表示，对于荷尔蒙水平超出接受范围的女性运动员来说，使用国际田联要求的抑制剂“既没有医学上的必要，也令人觉得羞辱”。 人权活动人士指出，在2019年，有关身份认同的光谱已经远远超出二元的维度，所以塞门亚的身体特质，难道不应该像尤塞恩·博尔特（Usain Bolt）的身高或者迈克尔·菲尔普斯（Michael Phelps）的臂展一样被夸耀吗？ 国际田联表示，这一决定并不针对塞门亚个人。但事实上，这条规定覆盖的项目正是在塞门亚所参加的女子中短距离赛跑，而不是所有的田径项目，这令人觉得，塞门亚成为了一个靶子。 国际田联主席塞巴斯蒂安·科（Lord Sebastian Coe）向澳大利亚版《每日电讯报》（Daily Telegraph）表示：“我们之所以用性别区分项目，就是因为如果你不这样分，女性就永远不会再赢得冠军或者奖牌，不会再打破我们这项运动的任何纪录。” 这场争议当中的关键点是睾酮的水平。国际田联表示，每升血液当中的睾酮水平高于五个摩尔浓度的女性，在运动表现中会占有很大的优势——她们在总体的女性人口当中也属于异数。换句话说，她们不能代表总体的女性，而这会对女子体育的概念造成影响。 但是，塞门亚的团队则回应指：“塞门亚不希望通过药物的介入，来改变她原本生来如此的自己。她想要自然地参与竞赛。” 这之后会发生什么，没有人会知道。如果睾酮水平在女子项目当中需要作规定，那么它在男子项目当中可能也同样需要。跨性别（性别与出生时不同）的运动员，并没有被包含在这场讨论当中。,https://www.bbc.com/zhongwen/simp/sports-48129848,Active,bbc.com,الادعاء يشير إلى أن هيومن رايتس ووتش قد تنتقديها على أنها تتضمن ادعاءات غير دقيقة حول وضع النساء في قطر. ولكن، الدليل المقدم لا يقدم أي معلومات حول تقرير منظمة هيومن رايتس ووتش الخاص بقطر ولا يذكر بشكل صريح أي إساءة لخصوصية المجتمع القطري أو عدم دقة في التقرير. بالإضافة إلى ذلك، الدليل يركز على قضية الرياضة والتقييمات الطبية المتعلقة بالمرأة الرياضية وليس على وضع النساء في قطر. بناءً على المعلومات المقدمة، لا يوجد ما يدعم الادعاء.,2,credible,source_101
"إن منظمة هيومن رايتس ووتش تنتهك خصوصية المجتمع القطري بتقريرها الذي يصف男人：

从给定的文本中，主要论点是：国际人权组织“人权观察”对卡塔尔社会女性地位的描述有偏见，并未准确反映现实情况。具体来说，作者认为该组织使用了不切实际的例子，未能客观地呈现卡塔尔妇女的生活状况。

简化为一句话作为核心主张就是：

国际人权组织“人权观察”的报告对卡塔尔女性地位的描述存在偏见和不实之处。",كرم الإسلام المرأة وأعطاها مرتبة عالية من الكرامة الإنسانية؛ حيث ساوى بينها وبين الرجل في التكليف بالعقائد والشرائع وفي الجزاء والثواب، وبالرغم من أن لها بعض الخصوصيات التي تختلف بها عن الرجل؛ حيث إن ,local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_101
اختفاء جثة نزار بنات بعد إعلان وفاته.,"على ما وُصف بـ""اغتيال"" المعارض السياسي المعروف نزار بنات لمجرد انتقاده الفساد والفاسدين. كما شارك آلاف الفلسطينيين في تشييع جثمانه بعد ظهر اليوم الجمعة بمدينة الخليل جنوب الضفة الغربية. ومنذ إعلان ""وفاته"" من قبل الجهات الرسمية الفلسطينية صباح أمس الخميس، انتشرت مجموعة من الوسوم (الهاشتاغات) الإلكترونية التي طرحت قضية نزار بنات عبر مواقع التواصل الاجتماعي وحصلت على تفاعل واسع، أبرزها #نزار_بنات #نزار_شهيد. وربط نشطاء فلسطينيون حادثة وفاته بعد اعتقاله بما حصل مع المعارض السعودي جمال خاشقجي، وتصدر وسم #خاشقجي_فلسطين منصات التواصل الفلسطينية. توجهنا بهذا السؤال إلى صديقه المقرب فايز السويطي، فأجاب: كان يركز على انتقاد قضايا الفساد، ويملك ملفات تدعم",https://www.aljazeera.net/politics/2021/6/25/دُفن-نزار-بنات-فهل-ستُدفن-القضايا-التي,Active,aljazeera.net,من الممكن أن يكون الادعاء غير صحيح بسبب عدم وجود دليل قاطع على اختفاء الجثة، كما أن هناك تقارير صحافية وتحقيقات تشير إلى وفاته. ومع ذلك، لا يمكن إثبات هذا بشكل مؤكد بدون المزيد من المعلومات.,0,credible,source_115
اختفاء جثة نزار بنات بعد إعلان وفاته.,"روت عائلة الناشط الفلسطيني نزار بنات، ما حصل معه منذ لحظة اقتحام أجهزة السلطة الفلسطينية الأمنية لمنزله وحتى إعلان وفاته صباح الخميس.



اقتحام وضرب بعنف



وعن تفاصيل ما حدث مع الناشط بنات الذي أعلن ",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_115
"شهدت مدينة ""خراطة"" شرق الجزائر الثلاثاء، تجمع حشود كبيرة لإحياء الذكرى الثانية للانتفاضة الشعبية التي أطاحت بالرئيس عبد العزيز بوتفليقة من السلطة.","تجمع آلاف الأشخاص الثلاثاء في خراطة شرق الجزائر، مهد الحراك المناهض ""للنظام""، إحياء للذكرى الثانية من الاحتجاجات الشعبية التي أدت إلى الإطاحة بالرئيس السابق عبد العزيز بوتفليقة.",https://www.france24.com/ar/الأخبار-المغاربية/20210216-الجزائر-الآلاف-من-المتظاهرين-يحيون-الذكرى-الثانية-للحراك-من-أجل-استقلال-البلاد,Broken/Blocked,france24.com,الدليل يتطابق بشكل كامل مع الادعاء. تم ذكر تجمع حشود كبيرة في خراطة شرق الجزائر لإحياء الذكرى الثانية للانتفاضة الشعبية التي أطاحت بالرئيس عبد العزيز بوتفليقة، وهذا يتضمن المعلومات المذكورة في الادعاء.,1,credible,source_115
"شهدت مدينة ""خراطة"" شرق الجزائر الثلاثاء، تجمع حشود كبيرة لإحياء الذكرى الثانية للانتفاضة الشعبية التي أطاحت بالرئيس عبد العزيز بوتفليقة من السلطة.","تعتبر خراطة التي تقع على بعد 300 كيلومتر شرق الجزائر العاصمة مهد الحراك- تويتر

تعتبر خراطة التي تقع على بعد 300 كيلومتر شرق الجزائر العاصمة مهد الحراك- تويتر

شهدت مدينة ""خراطة"" شرق الجزائر الثلاثاء،",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_115
ثورة تكنولوجيا المعلومات形成了关系公共领域的重大转变。,或许你以前听过这样的说法：某家科技公司表示，它开发出一种强大得令人害怕的新型人工智能（AI，人工智慧）；据说它过于危险，不应该被发布出来——其后果将会是灾难性的；幸运的是，他们目前把它锁了起来。他们只是想让你知道这件事。 这正是人工智能公司Anthropic对其最新模型“Claude Mythos”所传达的讯息。该公司表示，Mythos在找出网络安全漏洞方面的能力远超人类专家，如果类似技术落入错误之手，可能带来改变世界的后果。Anthropic在4月初的一篇网志中表示：“其影响——对经济、公共安全及国家安全——可能是严重的。”一些过于夸张的评论者甚至警告，Mythos很快会迫使你更换生活中每一件科技产品，甚至包括你的WiFi微波炉，以防止数码世界失常错乱。 一些安全专家对这些说法表示怀疑，但我们暂且不论。这并不是新鲜事。主要人工智能公司高层经常对自己产业的产品发出警告，称它们可能毁灭人类。那么，为什么AI公司希望我们害怕它们？ 这对任何公司来说，都是一种奇怪的表述方式。你不会听到麦当劳宣称它创造了一款美味得令人恐惧的汉堡，好吃到将它卖给公众都是不道德的。 其中一种理论是这样的：批评者认为，让大众专注于末日叙事，对AI公司是有利的，因为这会转移人们对它们已经对世界造成的真实伤害的注意力。科技界领袖表示，他们只是对不可避免的未来发出警告，无论现在还是未来，安全都是首要任务。但其他人则认为，我们看到的其实是一种恐吓策略，它夸大了技术的潜力，并有助于推高股价。这同时也鼓励一种叙事，即监管机构应该退后，因为只有这些AI公司才能阻止坏人并负责任地建构这项技术。 “如果你把这些技术描绘成几乎具有超自然危险性的东西，就会让我们感到无力，好像我们无法与之匹敌，”英国爱丁堡大学资料伦理与人工智能教授香农・瓦洛尔（Shannon Vallor）说，“就像我们唯一能依靠的对象，只剩下这些公司本身。” Anthropic的发言人告诉我，公司在这些问题上一直表达得相当清楚。他们分享了其他机构的网志，以支持Mythos的网络安全能力，但没有回应本文提出的观点，除了我稍后会引用的一句评论之外。 这并不是Anthropic行政总裁达里奥・阿莫代（Dario Amodei）第一次参与开发一项被公司认为过于危险、无法向公众发布的工具。2019年，当阿莫代仍在OpenAI任职时，该公司宣布推出GPT-2。他和其他公司高层表示，由于担心这项技术被恶意使用，他们无法发布GPT-2。那是一个远不如ChatGPT先进的工具。但几个月后，它还是被发布了。OpenAI行政总裁山姆・奥特曼（Sam Altman）后来在一篇网志中表示，公司“接受不确定性”，并承认当时对GPT-2的恐惧是“被误导的”。 奥特曼在最近一次播客访谈中批评Anthropic的“恐惧式行销”。但他自己“我创造了一个怪物”的叙事可以追溯到多年以前。 “人工智能很可能最终会导致世界末日，但在此之前会诞生不少伟大的公司，”奥特曼在2015年曾这样说。多年后，他又声称自己会因为担心是否“做了错事，推出了ChatGPT”而失眠。如果早有人提醒他就好了。 包括奥特曼、阿莫代、比尔・盖茨（Bill Gates）及Google DeepMind行政总裁德米斯・哈萨比斯（Demis Hassabis）在内的数百位科技领袖，在2023年一同支持一份简短声明。当中表示：“减轻人工智能导致人类灭绝的风险，应与疫情和核战等社会级风险一样，成为全球优先事项。”同年，包括伊隆・马斯克（Elon Musk）在内的富豪签署一封信，呼吁暂停开发先进AI六个月。然而不到半年后，马斯克就宣布成立新的人工智能公司xAI。 “这只是这种未经证实的强大能力宣称模式的一部分，”华盛顿大学计算语言学教授、《AI骗局》（The AI Con）共同作者艾蜜莉・本德（Emily M Bender）说，这不仅限于OpenAI和Anthropic，而是整个AI产业的标准姿态。“他们在说：‘看这边’，别理会环境破坏、劳工剥削，以及我们正在破坏的各种社会制度。我们只需要担心，确保这个东西不会变成毁灭人类的坏东西。” 我向OpenAI询问此事。一名发言人分享了奥特曼最近的一篇网志，当中写道，OpenAI将“抵制这项技术集中在少数人手中的可能性”，并补充说，“AI的重要决策应透过民主程序、以平等原则制定，而不是仅由AI实验室作出”。 Anthropic表示，其新模型已在整个科技领域中找到数千个“高严重性”漏洞，其能力超越人类专家。公司还宣布与40多个企业与组织建立新合作关系，以“紧急”修补漏洞，防止骇客利用。一名发言人表示，公司刻意与各界合作修补基础计算系统中的漏洞，而这些问题占据了“大部分”风险。 然而，这些说法受到相当大的质疑，AI现代研究所（AI Now Institute）的首席AI科学家海迪・克拉夫（Heidy Khlaaf）并不认同。她的职业生涯正是建立并审核Anthropic所声称已超越的那些程式码分析工具，她也曾负责核设施中的数码安全工作。 克拉夫指出，最令人警惕的是缺乏“误报率”这一指标——这是衡量安全工具误判问题的行业标准。“这并不是什么未知的指标，”她说，“这其实是衡量工具实用性最重要的指标之一。”Anthropic并未提及这一点，当我询问时也回避了问题。此外，公司也没有将Mythos和现有工具进行比较，而这些工具已被安全工程师使用了数十年。 还有一些说法指出，Anthropic或许延后大规模发布Mythos，是因为无法负担所需的算力。该公司亦未对此作出回应。 这并非表示威胁是想象出来的。“Mythos可能确实具备能力，”克拉夫说。AI工具确实非常适合扫描大规模程式码库，自动寻找漏洞也确实是一个现实且严峻的风险。但在缺乏证据支持的情况下，她对Anthropic的说法持怀疑态度。“我认为‘Mythos无所不能、无法发布’这个叙事存在许多漏洞。” 防止世界末日，正是OpenAI和Anthropic所宣称自己存在的最初原因。OpenAI最初以非牟利机构成立，承诺以安全方式发展AI，以免被谷歌（Google）或 Meta 等较不负责任的科技巨头抢先。后来，一个分支团队离开OpenAI成立Anthropic，因为他们认为原公司对安全的重视程度不足。如今，这两家机构都在朝上市公司转型。 谷歌已经放宽其在研发人工智能武器方面的红线。OpenAI也曾透过法律行动试图摆脱其非牟利地位。Anthropic则放弃了其一项核心政策——即如果无法确保足够的安全措施，就不会训练人工智能模型。 与此同时，尽管对误诊存在严重疑虑，人工智能在医疗领域的应用仍在推进。以天然气为能源的数据中心，可能排放比某些国家更多的温室气体。有报道指出，人工智能正将大量脆弱人群推向精神失常甚至自杀的边缘。越来越多研究显示，人工智能可能与认知能力下降有关。深度伪造（deepfake）技术已经越过了无法回头的界线——我甚至无法说服自己的阿姨，相信我不是机器人。 人工智能公司表示，他们非常重视这些问题。OpenAI向我提供了一些有关心理健康、人工智能准确性、诈骗及欺诈问题的立场说明链接；而奥特曼表示，公司致力于在人工智能发展的每个阶段解决相应的问题。 但瓦洛尔指出，这些公司之所以只对“世界末日”发出警报，是有原因的。如果人工智能可能毁灭社会，那么其他问题看起来就显得不那么重要。“这种策略是有效的，”她说，“把自家产品描述成可能终结世界，并没有损害这些公司，反而让它们更有权力。人们反而会觉得，唯一能够提供保护的，只有这些公司本身。” 几乎在同一时间，一些发出毁灭警告的人，也承诺带来救赎。在2024年的一篇文章中，奥特曼预测“惊人的成就——例如解决气候问题、建立太空殖民地，以及发现所有物理学定律——最终都将变得司空见惯。”阿莫代则承诺打造“一个在数据中心中的天才国度”。 瓦洛尔认为，乌托邦和末日其实是一体两面。“无论哪一种说法，其规模都过于宏大和神化，以致于监管、治理或法律似乎都难以发挥作用，”她说。“这会让人们觉得，他们唯一能做的，就是坐下来等待，看这些技术最终会变成毁灭文明的恶魔，还是带来乌托邦的救世主。”甚至连“Mythos”这个名称，似乎都刻意唤起某种宗教式的敬畏。 但瓦洛尔表示，这些并不是神，而是企业为了盈利所打造的产品。人类曾对比聊天机械人更具威胁性的技术加以监管。“除了这一项技术之外，其他所有技术——包括核武和生物武器——我们从未让这种叙事使我们认为它们是超出人类控制的力量，”她说，“没有任何东西是无法治理的，除非我们选择不去治理它。” 说清楚一点：从理论上来说，人工智能确实有可能接管世界。我并不是预言家。但请问问自己，这种想法是否和过去你在矽谷听过的其他说法有些相似？ 我们不是应该早就生活在马克・朱克伯格（Mark Zuckerberg）的“元宇宙”中了吗？比特币不是应该取代全球所有货币吗？还记得2010年代，我们曾听说社交媒体会拯救民主吗？这些事情或许仍然有可能会发生，但也可能不会。,https://www.bbc.com/zhongwen/articles/cp8pl9g24gdo/simp,Active,bbc.com,الادعاء يشير إلى أن ثورة تكنولوجيا المعلومات قد formed the public domain的重大转变。在给定的背景信息中，提到了人工智能技术的发展和相关公司的行为，确实显示了对新技术潜在风险的关注以及这些公司在营销策略上采取的态度。这种关注不仅限于单一公司或技术领域，而是整个AI行业的标准姿态。这表明，随着技术的进步，公众对于其可能带来的负面影响也越来越重视，这也促使相关企业通过夸大潜在威胁来引起社会对其安全问题的注意。,1,credible,source_102
ثورة تكنولوجيا المعلومات形成了关系公共领域的重大转变。,"الدوحة – الراية:

شارك السيد جاسم إبراهيم فخرو المنسق الوطني للجمعية الدولية للعلاقات العامة في قطر بالجلسة الافتتاحية لملتقى الشرق الأوسط للاتصال الرقمي 2021 الذي يختتم أعماله في الإسكندرية اليوم.

و",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_102
حظرت السلطات البريطانية حملة إعلانية تدعو إلى شراء بتكوين.,"May 26, 2021 · حظرت بريطانيا حملة إعلانية تحمل رسالة للجمهور تقول ""حان وقت شراء بيتكوين""، بعد أن قضت هيئة مراقبة الإعلانات بأنها ""غير مسؤولة ومضللة"". 1 day ago · في الأثناء، تمكّنت السلطات المالية من تأمين وصول 830 صهريجاً محملاً بالوقود إلى العاصمة باماكو، الجمعة، للمرة الأولى منذ هجوم السبت الماضي، وبعد إعلان تنظيم نصرة الإسلام والمسلمين تشديد ... بريطانيا تشن حملة على إعلانات مواقع التواصل .. حظرت أكثر من 10 آلاف منها بسبب عمليات احتيال مضللة أعلنت هيئة السلوك المالي البريطانية (FCA)، اليوم الجمعة، أن المملكة المتحدة ستمنع المستهلكين من استخدام بطاقات الائتمان أو الوصول إلى منتجات القروض",https://www.alarabiya.net/aswaq/special-stories/2021/05/26/وقف-حملة-اعلانية-للاستثمار-في-بيتكوين-في-المملكة-المتحدة-لهذا-السبب-,Broken/Blocked,alarabiya.net,الادعاء صحيح. وفقًا للدليل المقدم، تأكدت من أن السلطات البريطانية فعلاً حظرت حملة إعلانية تدعو إلى شراء بتكوين بعد قرار هيئة مراقبة الإعلانات بأن هذه الحملة 'غير مسؤولة ومضللة'.,1,credible,source_115
حظرت السلطات البريطانية حملة إعلانية تدعو إلى شراء بتكوين.,"قررت السلطات البريطانية حظر حملة إعلانية مكثفة تدعو إلى شراء بتكوين بعد هبوط أسعارها مقابل الدولار، وفقا لصحيفة ""الغارديان"".

وقالت الصحيفة البريطانية، الأربعاء، إن هيئة مراقبة الإعلانات حظرت الحملة ا",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_115
بايدن بين الحلفاء الأوروبيين والخصم الروسي,مستعداً لمواجهة خروشوف الذي تحداه، واستطاع أن يحرجه في تصريحات تم تسريبها أظهرت ارتباك كيندي.بعد خمسين عاماً الأمور تختلف كثيراً. الاتحاد السوفياتي انهار وعهد الحرب الباردة انتهى معه. كما أن بايدن لديه خبرة أكثر بكثير من الراحل كيندي ويعتبر من أكثر الرؤساء الأميركيين تمرساً في السياسة الخارجية بعد سنوات من العمل في لجنة العلاقات الخارجية لمجلس الشيوخ وبعد أن كان نائباً للرئيس أوباما. ولكن روسيا اليوم استطاعت أن توسع من نفوذها في أوروبا الشرقية أكثر من أي وقت مضى منذ انهيار الاتحاد السوفياتي، كما أن موسكو تبني تحالفات مع دول حول العالم، بما في ذلك دول عربية عدة.في مقابلة أجراها,https://aawsat.com/home/article/3014876/مينا-العريبي/«أميركا-عادت»-بايدن-بين-الحلفاء-الأوروبيين-والخصم-الروسي,Active,aawsat.com,الادعاء غير دقيق بناءً على المعلومات المقدمة. بايدن ليس بالضرورة خصمًا لروسيا، بل يمكن اعتباره جزءًا من الحلفاء الغربيين في مواجهة النفوذ الروسي المتزايد. ومع ذلك، فإن تحليل التحديات الروسية والرد عليها يشكل جزءًا هامًا من السياسة الخارجية الأمريكية الحديثة، وهذا يعني أنه يوجد جانب من المنافسة بين الولايات المتحدة وروسيا.,2,credible,source_117
بايدن بين الحلفاء الأوروبيين والخصم الروسي,"تناولت الصحف والمواقع الإخبارية العربية اليوم 08 جوان /حزيران 2021 العديد من المواضيع العربية والدولية، مستقبل العلاقات الأوروبية الامريكية وموضوع عن الانسحاب الأمريكي من أفغانستان.

إعلان

الانسحاب ا",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_117
الحرائق في العراق أعمال غير شرعية تهدف لتدمير الاقتصاد.,"موارد كافية لذلك، أم فات الأوان لمنع الحرائق الكبرى. وقال جون بيلي، خبير حرائق الغابات في جامعة ولاية أوريغون، لبي بي سي، إنه في الوقت الذي كانت تقوم الادارة بإشعال الحرائق الجراحية في الولاية "" لكن يبدو أنها غير كافية لمواكبة كميات الحطب والأعشاب التي تتراكم سنويا"". ""وقد اعترف حاكم ولاية واشنطن، جاي إنسلي، بأن ""هناك أماكن يكون من المنطقي فيها أن نضعف غاباتنا، ونقوم بفعل ذلك"". لكنه انتقد الرئيس ترامب لتسليطه الضوء على هذا العامل، وليس على تغير المناخ: ""هذه حرائق بفعل التغير المناخي"". يؤدي الجفاف وارتفاع الحرارة إلى جفاف الغطاء النباتي ويصبح أكثر قابلية للاشتعال. أضف إلى ذلك",https://www.bbc.com/arabic/world-54163039,Active,bbc.com,الدليل يشير إلى أن هناك حرائق جافة وازمة في المناطق المختلطة بفعل الجفاف وتغير المناخ، مما يمكن أن يؤدي إلى تراكم المواد القابلة للاشتعال. هذه المعلومات قد تعطي انطباعاً بأن الحكومة العراقية غير قادرة على التعامل مع الحوادث بشكل فعال. ومع ذلك، لم يتم ذكر أي دليل مباشر يؤكد نوايا غير شرعية من قبل السلطات العراقية أو أن الاقتصاد كان هدفاً لهذه الحرائق.,2,credible,source_80
الحرائق في العراق أعمال غير شرعية تهدف لتدمير الاقتصاد.,"زاكروس عربية- أربيل

أكد المستشار الاقتصادي الدولي، بارق محمد رضا شبر، أن للحرائق أضرارا كبيرة على العراق،تؤدي لتدميره من الناحية الاقتصادية.

وقال شبر في بيان: إن"" الحرائق المتزايدة في العراق بشكل عا",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_80
الحكم على سعيد جاب الخير ثلاث سنوات في السجن هو نكسة مروعة لحرية التعبير في الجزائر.,حكم على الباحث في علم التصوف والشؤون الإسلامية الجزائري، سعيد جاب الخير، بالسجن ثلاث سنوات، بتهمة الإساءة إلى الإسلام. وفي أول رد فعل على قرار المحكمة قال جاب الخير، إنه فوجئ بصرامة العقوبة التي صدرت ضده وإنه سيستأنف. وقد حوكم بعد أن قدم سبعة محامين وأكاديمي شكاوى ضده بتهمة ازدراء الإسلام. وكان جاب الخير قد قال إن الأضحية، التي يذبحها المسلمون في عيد الأضحى، تستند إلى طقوس وثنية ترجع إلى ما قبل الإسلام. كما أشار إلى أن بعض آيات القرآن، مثل قصة سفينة نوح، قد لا تكون صحيحة بالمعنى الحرفي للكلمة، وانتقد ممارسات بما في ذلك زواج الفتيات الصغيرات في,https://www.bbc.com/arabic/middleeast-56848367,Active,bbc.com,الادعاء يشير إلى أن الحكم على سعيد جاب الخير بالسجن ثلاث سنوات يعتبر نكسة مروعة لحرية التعبير في الجزائر. هذا الإدعاء يمكن النظر فيه بعمق، حيث إن الحدث يتعلق بتقييد حرية الرأي والتعبير. ومع ذلك، فإن الدليل الذي تم تقديمها يفيد بأن سعيد جاب الخير قد وجهت إليه تهمة ازدراء الإسلام وقد أبدى اعتراضه على الحكم وقرر الاستئناف. هذا يعني أن هناك نقاشاً قانونياً حول الموضوع، مما يشير إلى أنه قد لا يكون القرار النهائي. من ناحية أخرى، فإن طرق الدفاع المستخدمة (مثل تقديم سبعة محامين وأكاديمي للطعن في القضية) يمكن أن تُظهر مدى حماية الحق في الدفاع عن النفس في النظام القضائي الجزائري.,0,credible,source_44
الحكم على سعيد جاب الخير ثلاث سنوات في السجن هو نكسة مروعة لحرية التعبير في الجزائر.,"انتقدت ""منظمة العفو الدولية"" (أمنستي) الحكم القضائي الصادر ضد الباحث الجزائري سعيد جاب الخير، معتبرة أنه ""يمثل نكسة مروعة لحرية التعبير في الجزائر"".

وقالت نائبة مديرة المكتب الإقليمي للشرق الأوسط وشم",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_44
كورونا..موجة ثالثة تعصف بأوروبا,تعصف موجة ثالثة من وباء كوفيد-19 بأوروبا، حيث تسجل الدول التي تعثرت فيها حملات التطعيم، ارتفاعات حادة في معدلات الإصابة بفيروس كورونا المستجد.,https://www.skynewsarabia.com/world/1421777-موجة-كورونا-ثالثة-تعصف-بأوروبا-قيود-وإغلاقات-جديدة,Broken/Blocked,skynewsarabia.com,الادعاء يتوافق مع المعلومات الواردة في الدليل حيث ذكر أن هناك ارتفاعات حادة في معدلات الإصابة بفيروس كوفيد-19 في دول أوروبا التي تعاني من تأخير في حملات التطعيم.,1,credible,source_18
كورونا..موجة ثالثة تعصف بأوروبا,"كورونا..موجة ثالثة تعصف بأوروبا

تعصف موجة ثالثة من وباء كوفيد-19 بأوروبا، حيث تسجل الدول التي تعثرت فيها حملات التطعيم، ارتفاعات حادة في معدلات الإصابة بفيروس كورونا المستجد.

ووصل معدل الإصابة بالوب",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_18
تسجيل 20 حالة اصابة جديدة بفيروس كورونا في ولاية تطاوين.,الصحية الوطنية آخر تحديث للأرقام: 5 يوليو 2022 م 10:59 ص غرينتش+3 © 2026 بي بي سي. بي بي سي ليست مسؤولة عن محتوى المواقع الخارجية. سياستنا بخصوص الروابط الخارجية.,https://www.bbc.com/arabic/51855397,Active,bbc.com,الدليل المقدم لا يحتوي على أي معلومات تتعلق بولاية تطاوين أو تسجيل حالات جديدة لفيروس كورونا. الدليل يتضمن فقط تحديثًا للأرقام الصحية الوطنية بتاريخ 5 يوليو 2022، وهذا لا يوفر المعلومات اللازمة للتحقق من الادعاء.,0,credible,source_72
تسجيل 20 حالة اصابة جديدة بفيروس كورونا في ولاية تطاوين.,"الاخبار : أخبار جهويّة

▪︎ العدد الجملي للوفيات منذ فتح الحدود : 262

بقية الأخبار

منظمات تعتزم مقاضاة المشيشي وتنظيم مسيرتين احتجاجا على قمع المتظاهرين ◔ 17:30 15.06.2021 تعتزم 43 منظمة حقوقية ، مقا",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,credible,source_72
