,ID,nli_label,claim,evidence
1398,1852,1,ائتلاف حكومه نتنياهو يرفض اقتراحه لحقيبه العدل.,"رفض زعيم المعارضه الاسرائيليه يائير لبيد، صباح اليوم الاثنين، الانضمام الي حكومه طوارئ يقترحها بيني غانتس للافراج عن الاسري في قطاع غزه، ومن جانبه اكد رئيس الوزراء بنيامين نتنياهو، المطلوب للمحكمه الجنائيه الدوليه، انه لن يفكك الائتلاف الحاكم. واكد لبيد عدم وجود مبرر للانضمام الي حكومه تضم وزير الامن ايتمار بن غفير ووزير الماليه بتسلئيل سموتريتش، من اجل التوصل الي اتفاق لعوده الاسري. وكان غانتس زعيم حزب ""ازرق ابيض"" دعا مساء اول امس الي تشكيل ""حكومه دون متطرفين"" تضم نتنياهو ولبيد ورئيس حزب ""اسرائيل بيتنا"" افيغدور ليبرمان، بهدف انهاء الحرب والتوصل الي صفقه تبادل الاسري. وفي تصريح لهيئه البث الاسرائيليه"
1399,1661,1,"""موقفي من القضيه الفلسطينيه معروف منذ سنوات. انا فقط احاول فهم المشهد الجديد بعد ثلاث سنوات من العزله عن المجتمع دون الاستعجال في الامر.""","واجابت الهذلول علي التغريده الاخيره بالقول: ""موقفي من القضيه الفلسطينيه معروف منذ سنوات. انا فقط احاول فهم المشهد الجديد بعد ثلاث سنوات من العزله عن المجتمع دون الاستعجال في الامر."
1400,1561,1,ريفلين بدا مشاوراته لتكليف شخصيه جديده بتشكيل الحكومه.,"بدا الرئيس الاسرائيلي رؤوفن ريفلين، الاحد، مشاوراته مع وفود الكتل البرلمانيه المختلفه بشان تشكيل الحكومه الجديده، استنادا الي نتائج الانتخابات البرلمانيه الاخيره، وفق ما افادت مراسله ""سكاي نيوز"" في القدس."
1401,2907,2,الحكومه العراقيه توصلت الي نتائج مهمه بشان قتله المتظاهرين.,"شعارات تتهم مسؤولين سياسيين عراقيين بالفساد واللصوصيه. وكان التلفزيون الرسمي العراقي، الثلاثاء، نقل عن تقرير اللجنه الرسميه المكلفه بالتحقيق في احداث الاحتجاجات الاخيره، ان ""التحقيق خلص الي مقتل 149 مدنيا و8 من قوات الامن العراقيه واصابه 3458 شخصا"". وجاء في تقرير اللجنه، انها ""وجدت ادله علي ان قناصه استهدفوا محتجين من فوق مبني في وسط بغداد، وان ما يقارب 70 بالمئه من القتلي قضوا بالرصاص الحي في الراس والصدر"". والقي التقرير باللائمه علي مسؤولي الامن ""لفقدانهم السيطره علي قواتهم""، واعلنت السلطات اعفاء قاده عسكريين وامنيين من مختلف اجهزه القوات العراقيه في المحافظات التي طالتها الاحتجاجات. © 2026 بي بي سي."
1402,1636,2,عدد الضحايا الفلسطينيين في غزه خلال اسبوع وصل الي 200 شخص.,"(CNN) -- اسفرت الحمله الاسرائيليه علي غزه منذ الهجمات التي قادتها ""حماس"" في السابع من اكتوبر/تشرين الاول عن مقتل 59 الف و587 فلسطينيا، وفقا لوزاره الصحه في القطاع."
1403,1618,2,الاحتلال ادعي ان حماس تقف خلف بعض هجمات السايبر التي استهدفت عددا من منظوماته الحيويه.,"الاسلاميه الي قطع العلاقات الاقتصاديه مع اسرائيل، ووقف صادرات النفط والغذاء اليها. وهنا خامنئي والرئيس الايراني ابراهيم رئيسي حماس بعد هجومها علي اسرائيل، واشادا بالمسلحين علي ""شجاعتهم ومقاومتهم ومبادرتهم"". ونفت ايران اي تورط لها في الهجمات. الرئيس التركي رجب طيب اردوغان، الذي حاول في البدايه استخدام لهجه وساطه في الحرب، شدد خطابه بعد الانفجار الذي استهدف المستشفي الاهلي العربي في غزه (المستشفي المعمداني) في 17 اكتوبر/ تشرين الاول. وتبادل الفلسطينيون واسرائيل الاتهامات حول سبب الانفجار المدمر، وقالت وزاره الصحه في قطاع غزه ان 500 شخص علي الاقل قتلوا فيه. وفي تجمع كبير مؤيد للفلسطينيين في اسطنبول يوم 28 اكتوبر/تشرين الاول،"
1404,116,1,الناخبون في الكونغو يدلون باصواتهم لاختيار الرئيس.,"شهدت جمهوريه الكونغو برازافيل امس الاحد انتخابات رئاسيه جديده وسط اجراءات امنيه مشدده وقطع واسع للاتصالات، في استحقاق ينظر اليه علي نطاق واسع باعتباره محطه لتجديد ولايه الرئيس المخضرم دنيس ساسو نغيسو الذي يقود البلاد منذ نحو 4 عقود. وقد توجه الناخبون الي صناديق الاقتراع في اجواء اتسمت بالهدوء الحذر، بينما اعتبرت المعارضه ان المنافسه غير متكافئه في ظل هيمنه السلطه علي المشهد السياسي والاعلامي. ومع ترقب اعلان النتائج الرسميه، تبرز مجموعه من الاسئله الجوهريه التي تساعد علي فهم اهميه هذه الانتخابات ومستقبل ""الرجل القوي"" في الكونغو برازافيل. تاتي انتخابات مارس/اذار 2026 في الكونغو برازافيل في لحظه سياسيه واقتصاديه حساسه."
1405,2831,1,الفيروس لم يتم تصنيعه في المختبر باي شكل من الاشكال.,فيروس سارس-كوف-2 لم يتم تصنيعه ولقاحات كورونا لا تتسبب في تغيير الشيفره الوراثيه.
1406,1808,1,الدعم المصري المتواصل للسودان في كافه الملفات محل الاهتمام المتبادل.,لقاء في القاهره (الخارجيه المصريه) ويري نائب مدير مركز «الاهرام للدراسات السياسيه والاستراتيجيه»، الدكتور ايمن عبد الوهاب، ان «الدعم المصري لاستقرار السودان والجهود السياسيه لوقف اطلاق النار مساله ترتبط بعمق العلاقات بين البلدين»، وقال لـ«الشرق الاوسط» ان «الدور المصري الداعم للسودان له مستويات تصوغها العلاقه بين البلدين، علي راسها ان استقرار السودان جزء من الامن القومي المصري». وتطرقت محادثات عبد العاطي والشريف الي ملف «الامن المائي». وبحسب «الخارجيه المصريه»، فقد توافقا علي ضروره «الحفاظ علي وتيره التنسيق والتعاون بين الجانبين لحمايه الامن المائي لدولتي المصب، والتمسك بقواعد القانون الدولي والتوافق في حوض النيل». كما اكدا «اهميه احترام سياده الصومال ووحدته
1407,2005,1,اول صندوق بيتكوين رئيسي منظم يدرج في اسواق راس المال في منطقه الشرق الاوسط وشمال افريقيا.,"...الاربعاء، عن الادراج الرسمي لصندوق البيتكوين التابع لها، في بورصه ""ناسداك دبي""، فيما يعد اول صندوق بيتكوين رئيسي منظم في العالم يدرج في اسواق راس المال في منطقه الشرق الاوسط وشمال افريقيا."
1408,1071,1,القرار الاسرائيلي يهدد باخلاء وهدم عشرات المنازل في القدس الشرقيه.,"يهدد الاخلاء عشرات الفلسطينيين شمال مدينه القدس المحتله، بعد قرار اسرائيلي بتنفيذ اوامر هدم صادره بحق 7 بنايات سكنيه في قريه قلنديا. وعلقت طواقم بلديه الاحتلال الاسرائيلي صباح اليوم الثلاثاء اخطارات الهدم في الحي الشرقي من قريه قلنديا بحجه ""البناء دون ترخيص""، وفق بيان لمحافظه القدس. وامهلت البلديه في تلك الاخطارات السكان 21 يوما لاخلائها تمهيدا لهدمها بادعاء وجود قرار قضائي بالهدم ساري المفعول منذ 12 ديسمبر/كانون الاول 2021. وجاء في اخطار البلديه انها لن تتحمل مسؤوليه اي اضرار تلحق بالممتلكات في حال عدم اخلاء المنازل في الوقت المحدد. وقال رئيس مجلس قروي قلنديا وليد الكيشي -للجزيره نت- انه والسكان"
1409,1430,1,الصاروخ الصيني الطائش قد يسقط في اسيا الوسطي (طاجيكستان او تركمانستان) او السودان.,وذكرت المصادر العسكريه ان الصاروخ الصيني الطائش من المحتمل ان يسقط في اسيا الوسطي طاجيكستان او تركمانستان الساعه 19:30 مساء السبت بتوقيت واشنطن 23:30 مساء السبت بتوقيت غرينتش 3:30 فجر الاحد بتوقيت ابوظبي.
1410,200,2,احدي الطفرات التي تنتجها السلالات الجديده اضعفت الفيروس في مواجهه الجهاز المناعي للانسان، الامر الذي سيؤدي الي نهايه انتشار الفيروس خلال شهور دون الحاجه للقاح.,"الاجسام المضاده المستخدمه في المعالجه ببلازما النقاهه. كانت هذه هي المره الاولي التي نري فيها شيئا كهذا يحدث لشخص امامنا مباشره"". وبعد مرور عام تقريبا علي انتشار جائحه كورونا حول العالم، ظهرت قضيه الطفرات التي يتحور بها الفيروس لتاخذ حيزا كبيرا من الاهتمام. فقد ظهرت انواع جديده من الفيروس قادره علي التفشي بشكل اسرع، ما يستدعي طرح اسئله لا يمكن تجنبها حول ما اذا كانت الطفرات ستجعل اللقاحات المعتمده حديثا اقل فعاليه. وحتي الان، هناك القليل من الادله علي ذلك، لكن العلماء بداوا في دراسه الكيفيه التي يمكن ان يتحور بها فيروس كوفيد 19في المستقبل، وامكانيه اتخاذ خطوات استباقيه لمكافحته."
1411,1791,1,تنظيم داعش ادار برنامج اسلحه كيميائيه علي سجنائه.,مواد كيميائيه وبيولوجيه. في موازاه ذلك، ذكر التقرير ان الادله التي تم الحصول عليها بالفعل تشير الي ان داعش اختبر مواد بيولوجيه وكيميائيه واجري تجارب علي السجناء كجزء من هذا البرنامج، ما تسبب في مقتل عدد منهم.
1412,490,0,مستشفي كفر الزيات العام يحتفل بمصابي فيروس كورونا في عيد الفطر المبارك.,"اخر تجاه مرضي كورونا داخل المستشفيات"". ونبهت اداره مستشفي كفر الزيات علي عمال المشرحه بوضع لافته باسماء المتوفين علي الكيس البلاستيكي من الخارج بعد التاكد من هوياتهم، لتلافي تكرار هذا الخطا. وطلب محمود من اهالي المتوفين بكورونا ان يهتموا بالتحقق من جثامين ذويهم، ولو كان ذلك بملابس واقيه او من وراء زجاج المشارح اثناء الغسل والتكفين، فيما طلب من الاطباء والممرضين الاهتمام بمرضي كورونا: ""هم امانه بين ايديكم، في غياب احبابهم، فاستوصوا بهم خيرا"". وناشدت فرق الطب الوقائي التابعه لوزاره الصحه من يقومون بتغسيل اي متوفين في منازلهم في هذه الفتره في عموم مصر باتخاذ الاحتياطات الوقائيه اللازمه من ملابس"
1413,1946,1,"رينو تستهدف مليار يورو من ""الاقتصاد الدائري"" بحلول 2030.","مركز للابحاث واعاده ... Apr 18, 2021 · قال الرئيس التنفيذي لشركه رينو في تصريحات لصحيفه جورنال دو ديمانش ان شركه صناعه السيارات الفرنسيه ستسعي لتحقيق اكثر من مليار يورو (1.20 مليار دولار) من مبيعات ما يطلق عليه ""الاقتصاد الدائري ... Apr 18, 2021 · باريس – قال الرئيس التنفيذي لشركه رينو في تصريحات لصحيفه جورنال دو ديمانش ان شركه صناعه السيارات الفرنسيه ستسعي لتحقيق اكثر من مليار يورو (1.20 مليار دولار) من مبيعات ما يطلق عليه “الاقتصاد ..."
1414,1300,2,الاستيطان غير قانوني وانها عقبه كبري في الطريق لتحقيق الامن والاستقرار اللذين يمكن تحقيقهما فقط من خلال الحل النهائي الذي يتضمن اقامه دوله فلسطينيه مستقله وعاصمتها القدس الشرقيه.,ويعارض نتنياهو اقامه دوله فلسطينيه، واسرعت حكومته من خطط بناء مستوطنات في الضفه الغربيه، في اطار ما يقول وزراء في حكومته انه جزء من مسعي للقضاء علي اي مستقبل للاستقلال الفلسطيني.
1415,2672,1,سنتعاون بشكل كبير مع حلفائنا واصدقائنا وسنواصل دعمنا للحريه والسلام وملتزمون بحلف النيتو.,"خطابه اليوم القي في نفس المكان الذي تم فيه التوقيع علي المعاهده الاصليه قبل 75 عاما. حلف الناتو : ما حجم مساهمه الولايات المتحده في نفقاته في اوروبا؟ وقال بايدن ""اليوم، حلف شمال الاطلسي اقوي من اي وقت مضي، فيه 32 دوله قويه"". وقال ان 23 دوله تنفق الان نسبه 2 في المئه الالزاميه من الناتج المحلي الاجمالي علي الانفاق الدفاعي، وان التحالف ملتزم بمنع المستبدين من الاستيلاء علي السلطه. واضاف ""تذكروا ان شخصيه حلف شمال الاطلسي ديمقراطيه بشكل اساسي وستكون كذلك دائما"". وقال بايدن ""ان (الرئيس الروسي فلاديمر) بوتين يريد الخضوع الكامل لاوكرانيا، وانهاء الديمقراطيه فيها، وتدمير ثقافه اوكرانيا،"
1416,1786,1,رئيس وزراء اثيوبيا يعلن عزم بلاده بناء اكثر من 100 سد مائي صغير ومتوسط.,بتبديد المخاوف المصريه - والسودانيه، قبيل الشروع في التعبئه. وفي كلمته امام مراسم اطلاق المرحله الاولي من طريق اداما - اواش السريع البالغ طوله 60 كيلومترا، الهادف لتعزيز التكامل الاجتماعي والاقتصادي مع جيبوتي والمناطق المتاخمه لمدينه اداما، قال ابي ان ذلك هو «السبيل الوحيد لمقاومه اي قوي معارضه لاثيوبيا». ووفق رئيس الوزراء فانه من المقرر ان «يتم بناء اكثر من 100 سد صغير ومتوسط الحجم في مناطق مختلفه بحلول عام الميزانيه الاثيوبيه القادمه، وسيكون لذلك دور فعال في الانتاج الزراعي الذي سيتضاعف حوالي ثلاث مرات في السنه، بهدف ضمان الامن الغذائي لاثيوبيا. ولم يوضح ابي احمد اماكن السدود المزمع انشاؤها،
1417,546,1,اصابه 3 اسرائيليين بصاروخ مضاد للدبابات اطلق من غزه والجيش يرد,اعلن الجيش الاسرائيلي، الاربعاء، اصابه 3 اسرائيليين بصاروخ مضاد للدبابات اطلق من قطاع غزه، ووفقا للخدمات الطبيه الاسرائيليه فان احدي الاصابات الثلاثه حالتها خطيره في حين ان الاصابتين الاخريين بحاله حرجه.
1418,662,2,المبادره السعوديه ستكشف ان الحوثيين ليسوا الا ورقه تفاوضيه لايران.,فريق يمني ولا يناقش فيه اي جهه دوليه، وهي بهذه المبادره مستمره وثابته علي سياستها ومواقفها كافه تجاه اليمن.«الاشراف الاممي» واحد من اهم مفاتيح الحل للقضيه اليمنيه، فتحت اشراف الامم المتحده ومجلس الامن تضيق دائره المناورات امام النظام الايراني وميليشيا الحوثي التابعه له، وهو ما يحرج مشروعهما امام الراي العام الدولي، وتصعيد الحوثي المستمر بارسال الصواريخ الباليستيه والمسيرات المفخخه تجاه المدنيين ومصادر الطاقه داخل السعوديه هو تاكيد علي الرفض للمبادره السعوديه لاسباب لا علاقه لها باليمن دوله وشعبا.ميليشيا الحوثي ليست وحدها في الميدان، بل لديها تحالفات داخليه متعدده، وهو تحالف هش علي مصالح ضيقه ومثل هذه المبادره السعوديه تكشف هذه
1419,247,1,430 مركز تطعيم موزعه علي كافه ربوع ليبيا وجاهزه لاستقبال لقاح كورونا بنسبه 85%.,كشفت اللجنه التسييريه لحمله التطعيم ضد فيروس كورونا المستجد، وجود 430 مركز تطعيم موزعه علي كافه ربوع ليبيا، وان نسبه الجاهزيه لاستقبال اللقاح بلغت 85%. جاء ذلك خلال اجتماع عقد الاثنين في المركز الوط
1420,1743,1,حظرت السلطات البريطانيه حمله اعلانيه تدعو الي شراء بتكوين.,"May 26, 2021 · حظرت بريطانيا حمله اعلانيه تحمل رساله للجمهور تقول ""حان وقت شراء بيتكوين""، بعد ان قضت هيئه مراقبه الاعلانات بانها ""غير مسؤوله ومضلله"". 1 day ago · في الاثناء، تمكنت السلطات الماليه من تامين وصول 830 صهريجا محملا بالوقود الي العاصمه باماكو، الجمعه، للمره الاولي منذ هجوم السبت الماضي، وبعد اعلان تنظيم نصره الاسلام والمسلمين تشديد ... بريطانيا تشن حمله علي اعلانات مواقع التواصل .. حظرت اكثر من 10 الاف منها بسبب عمليات احتيال مضلله اعلنت هيئه السلوك المالي البريطانيه (FCA)، اليوم الجمعه، ان المملكه المتحده ستمنع المستهلكين من استخدام بطاقات الائتمان او الوصول الي منتجات القروض"
1421,1921,1,افتتاح العاصمه الاداريه الجديده يمثل اعلان جمهوريه جديده.,قبل ايام قليله اعلن الرئيس المصري عبد الفتاح السيسي امام الندوه التثقيفيه الثالثه والثلاثون للقوات المسلحه ان افتتاح العاصمه الاداريه الجديده يمثل اعلان جمهوريه جديده وميلاد دوله مصريه جديده.
1422,2706,1,ستجري تجارب سريريه علي لقاح كورونا مصري في غضون اسبوعين.,كشف رئيس الفريق البحثي لانتاج لقاح كورونا المصري محمد احمد علي عن توجه المركز القومي للبحوث في مصر لاجراء تجارب سريريه علي اللقاح الجديد في غضون اسبوعين.
1423,740,1,بايدن طلب التحقيق في اصل كورونا بسبب عدم تعاون الصين.,"امر الرئيس الامريكي جو بايدن هيئات الاستخبارات باعداد تقرير حول اصل فيروس كورونا، وسط جدل متزايد حول بدايه ظهوره، وما اذا كان الفيروس قد سرب من احد المعامل في الصين. وطلب بايدن من هيئات الاستخبارات الامريكيه ""مضاعفه جهودها""، وتقديم تقرير له في غضون 90 يوما. وقد ادانت الصين المساعي الامريكيه للتحقيق فيما اذا كان فيروس كورونا المسبب لمرض كوفيد-19 قد جاء من مختبر صيني. وحذر مسؤولون في السفاره الصينيه في واشنطن من ""تسييس"" الجهود الراميه الي تحديد اصل فيروس كورونا. وكان فيروس كورونا قد رصد للمره الاولي في اواخر 2019 بمدينه ووهان الصينيه. ومنذ الاعلان عن اكتشافه، بلغ عدد الاصابات"
1424,847,1,تعود ايران ضخ النفط الخام نحو سوريا، لسد عجز النظام في مناطق سيطرته.,تعاود ايران ضخ النفط الخام نحو سوريا، لسد عجز النظام في مناطق سيطرته، بعد انقطاع لنحو شهر، اثر تعرض ناقله ايرانيه لحريق قباله ساحل بانياس غربي سوريا الشهر الماضي. وكشفت بيانات نظام تتبع السفن الد
1425,1627,1,الادعاء الرئيسي هو ان فيروس كورونا يحدث به تحورات وسلالات جديده ويجب عمل لقاح جديد نظرا للتحور الذي اصاب الفيروس.,كبار السن واولئك الذين يعانون من تاريخ مرضي سابق (مثل المصابين بالربو والسكري وامراض القلب) وهم الفئه الاكثر عرضه لخطر الاصابه الشديده بالفيروس. كما ان الرجال اكثر عرضه للوفاه بسبب الاصابه بالفيروس مقارنه بالنساء. وقد تستغرق فتره التعافي بضعه ايام الي اسابيع في حالات الاصابه الخفيفه، ولكن اذا نقل شخص الي المستشفي، لاسيما وحده العنايه المركزه، فقد يستغرق الامر شهورا قبل ان يشعر الشخص بتعافيه مره اخري. افضل شيء هو غسل اليدين باستمرار وبطريقه شامله، ويفضل الغسل بالماء والصابون. ينتشر فيروس كورونا عندما يسعل شخص مصاب او يعطس بطريقه تنشر رذاذا مليئا بالفيروس في الهواء، يتنفسه شخص، او يتسبب في
1426,2281,1,"فرنسا تريد ""التهدئه"" مع الجزائر.",فرنسا - الجزائر: تقاطع القراءات يصلح العلاقات؟ماكرون يدعو الي التهدئه مع الجزائر، فهل يحصل عليها؟ الرئيس الفرنسي ايمانويل ماكرون.
1427,2576,1,الاتحاد الاوروبي عاجز عن الدفاع عن القاره العجوز وعليه الا يضعف هذه المؤسسه من خلال رغبته في الاستقلاليه الدفاعيه.,لكن الاتحاد الاوروبي لا يستطيع الدفاع عن اوروبا”.واوضح ان الدول الاعضاء الاتحاد الاوروبي “تؤمن 20% من النفقات الدفاعيه للحلف الاطلسي”. وتابع “لكنها ليست فقط مساله اموال، انها مساله جغرافيه.
1428,1628,1,"اثيوبيا لن توافق ابدا علي الشروط ""غير العادله"" التي تسعي الي الحفاظ علي الهيمنه المائيه لمصر والسودان.","في تصريح جديد، الجمعه، قال وزير الخارجيه الاثيوبي دمقي مكونن ان اثيوبيا لن توافق ابدا علي الشروط ""غير العادله"" التي تسعي الي الحفاظ علي الهيمنه المائيه لمصر والسودان، علي حد تعبيره."
1429,253,0,3000 حاله وفاه بسرطان الرئه سنويا بسبب التدخين.,كشف اليوم الاثنين رئيس مصلحه الامراض الصدريه والتنفسيه بمستشفي الرويبه، ورئيس الجمعيه الوطنيه لطب التدخين البروفيسور عبد الباسط كتفي ان نسبه المدخنين في الجزائر بلغت 16.5 بالمائه. وافاد البروفيسور كت
1430,634,0,القمه الروسيه الامريكيه مهمه لاسرائيل وحكومتها الجديده.,"واعتبرت الخارجيه الروسيه ، ان الجهود التي يبذلها القاده الاوروبيون للتشاور مع واشنطن ، قبل القمه المرتقبه بين بوتين وترامب، ""غير مهمه سياسيا وعمليا"". واكد المتحدث ان قرار الغرب بالتوسع في حلف الشمال الاطلسي ومحاوله ضم ..."
1431,2998,2,الادعاء الرئيسي هو ان ايفلين بوريه اسست قريه تونس من مجرد قريه ريفيه الي قريه سياحيه، ذات طابع خاص، وقبله للزوار من مصر ومختلف دول العالم.,"""احب ان اعمل في مكان توجد فيه مناظر جميله امامي بامكاني رسمها، مثل النخل هنا والحيوانات هناك. كما ان هناك ايضا مناظر حلوه في الصحراء هنا"". وجدت بوريه في قريه تونس بمحافظه الفيوم المقر المناسب لتاسيس اسره، حيث كانت حريصه علي نشاوه اولادها في بيئه ريفيه طبيعيه، بعيدا عن الحدود التي يفرضها الحضر علي سكانه. ورغم عقود عاشتها بوريه في مصر حتي وفاتها ودفنها، لم يتسن لها الحصول علي الجنسيه المصريه حتي بعد محاولات استمرت عشرات الاعوام، ولكن منحتها الحكومه المصريه منذ اعوام تصريح اقامه لفتره طويله. تحدثت الفنانه مع بي بي سي عن رغبتها في الحصول علي الجنسيه المصريه،"
1432,2571,1,انتشرت في شوارع طنجه ملصقات “متشدده” تتوبيخ اباء وامهات بناتهم لبسها للبناطيل القصيره والضيقه.,"انتشرت في بعض شوارع مدينه طنجه شمالي المغربي، صباح الاحد، ملصقات مثيره للجدل تتضمن محتوي ""توبيخيا"" للاباء والامهات بداعي ""تبرج"" بناتهم و""استرخاصهن""."
1433,1659,1,ندد وزراء خارجيه اميركا وفرنسا والمانيا وايطاليا وبريطانيا باشد العبارات بالهجوم الصاروخي الذي طال اربيل.,ندد وزراء خارجيه الولايات المتحده وفرنسا والمانيا وبريطانيا وايطاليا، في بيان مشترك، باشد العبارات بالهجوم الصاروخي الذي طال اربيل (شمال العراق).
1434,885,0,بايدن لعدد الحد الاقصي يرفع اللاجئين الذين يتم قبولهم في الولايات المتحده هذا العام.,"تشهد الولايات المتحده الامريكيه تصريحات متباينه من الرئيس جو بايدن بشان استقبال اللاجئين وسياسه ما يطلق عليها هجره ""انسانيه"" لقلب صفحه القيود التي فرضها الرئيس السابق دونالد ترامب علي المهاجرين. واع"
1435,2720,2,الكرسي الذي جلس عليه البابا اثناء اقامه قداس صلاه الاديان في اور التاريخيه بمحافظه ذي قار اختفي.,"""سكاي نيوز عربيه""، رفضت الافصاح عن هويتها، صحه هذه الانباء المتداوله عن تعرض الكرسي، الذي استخدمه قداسه البابا، اثناء ترؤسه صلاه الديانات ولقائها، في مدينه اور التاريخيه الاثريه يوم السبت الماضي، للسرقه. وقد صرح مشعان الجبوري، في حديث مع موقع ""سكاي نيوز عربيه"" قائلا: ""بلغني ان الكرسي اختفي بعد صلاه البابا في مدينه اور، بـمحافظه ذي قار"". واضاف ""كتبت تغريده عن اختفائه، لكن بعد نشر تلك التغريده، ابلغتني الشركه التي نظمت مراسم الاحتفال في اور، وتبين انها شركه عراقيه، يديرها لبنانيون، ابلغتني انها نقلت الكرسي للحفاظ عليه، وان الكرسي بمكان امن، وستسلمه الشركه، للامانه العامه لمجلس الوزراء العراقي"". واخر هذه"
1436,472,1,يجب الحفاظ علي امن مصر المائي.,بحث الوزير مع السيناتور ويكر «قضيه الامن المائي المصري، وشواغل مصر فيما يتعلق بالسد الاثيوبي، واطلع السيناتور علي موقف مصر المستند الي ضروره الالتزام بقواعد القانون الدولي فيما يتعلق بالموارد المائيه المشتركه». واكد عبد العاطي خلال اللقاء، ان«مصر ستتخذ التدابير المكفوله بموجب القانون الدولي لحمايه امنها المائي»، مشددا، وفق الخارجيه المصريه، علي «رفض الاجراءات الاحاديه المخالفه للقانون الدولي»، في اشاره الي الموقف الاثيوبي. كما اكد الوزير المصري، «ضروره التعاون علي اساس التوافق والمنفعه المشتركه لتحقيق مصالح دول حوض النيل». واقامت اثيوبيا «سد النهضه» علي رافد نهر النيل الرئيسي لاهداف قالت انها «تنمويه»، الا ان «السد» يواجه باعتراضات من دولتي المصب
1437,841,1,القمر الصناعي الامريكي NOAA 17 انفجر الي 16 قطعه بعد توقفه عن العمل.,برلمان.كوم اعلن السرب الثامن عشر التابع لسلاح الجو الامريكي، الخاص بمراقبه الفضاء، ان القمر الصناعي الامريكي NOAA 17 العاطل عن العمل انفجر الي 16 قطعه. واشار السرب في تغريده علي موقعه في “تويتر” الي
1438,2024,2,علي تركيا عدم ارتكاب اي استفزازات.,وطالب اناستاسيادس ميركل اخبار اردوغان بان علي تركيا تجنب اي انشطه يمكن ان تؤثر علي الوضع القائم في منطقه فاروشا، الواقعه في الشطر الشمالي من قبرص والذي تحتله تركيا، وفق وكاله الانباء القبرصيه.
1439,1649,1,قطر تجدد تثمينها للجهود الكويتيه في تحقيق المصالحه الخليجيه.,"لقطر من اجل عوده العلاقات، منها اغلاق قناه الجزيره وقاعده تركيه علي اراضيها وقطع العلاقات مع جماعه الاخوان المسلمين. رحب هادي العنزي في صحيفه الانباء الكويتيه بـ""بشائر الخير"" و""البشري بردم الهوه وراب الصدع بين الاشقاء في دول مجلس التعاون الخليجي"". واضاف الكاتب: ""اليوم بدايه عهد جديد وصفحه مشرقه وضاءه لاهل الخليج، بدايه خير ووفاق ومحبه وتقدم وازدهار"". كما اشادت افتتاحيه الرايه القطريه بـ""اهميه دور الكويت ومكانتها واهميه حل الازمه خليجيا"" وقالت الصحيفه ""ليس غريبا ان تنجح الكويت في مساعيها لان جهودها المقدره لحل الازمه تقوم علي رؤيه واضحه انعكست ايجابا بشكل مباشر علي مسيره العمل الخليجي المشترك ولذلك وافقت قطر"
1440,1096,2,الكركم علاج فعال لـ5 امراض.,يعد الكركم علاجا فعالا في الطب الصيني التقليدي منذ قرون. وفي الوقت الحاضر، يتناول بوصفه مكملا غذائيا، بالاضافه الي استخدامه في الطهي. ووفق ما ذكره موقع «هيلث» المعني باخبار الصحه والتغذيه، يعد الكركمين، وهو المركب النشط في الكركم، مضادا قويا للالتهابات ومضادا للاكسده، ويمكن ان يساعد في علاج مجموعه من الامراض والحالات الصحيه، وهي: يتمتع الكركم، وخاصه مركبه النشط الكركمين، بخصائص قويه مضاده للالتهابات؛ ما قد يساعد في تقليل التهاب المفاصل، وتخفيف الالم والتورم المصاحبين لالتهاب المفاصل. واظهرت مراجعه لـ29 تجربه سريريه ان الكركم يقلل بشكل ملحوظ من الالتهاب والالم في خمسه انواع من التهاب المفاصل: التهاب المفاصل الروماتويدي، والتهاب
1441,2741,1,صادق خان الاكثر حظا للفوز بمنصب عمده لندن.,فاز صادق خان،عمده مدينه لندن -اليوم السبت- بولايه ثالثه علي التوالي، متفوقا علي منافسته المحافظه سوزان هول، باغلبيه كبيره مكرسا بذلك الهزيمه التي مني بها حزب المحافظين في الانتخابات المحليه. ومع اعلان جميع الدوائر الانتخابيه المحليه الـ14 نتائجها، فاز خان متفوقا علي هول بفارق كبير، وحصل العمده الحالي علي 44% من الاصوات، مقارنه بـ33% لهول، وحصل علي اغلبيه كبيره بلغت 276 الفا و428 صوتا. وتعهد خان (53 عاما)، الذي صار اول رئيس مسلم لبلديه لندن في عام 2016، ببناء المزيد من المساكن الاجتماعيه والعمل مع حكومه حزب العمال في المستقبل علي دعم امكانيات الشرطه. واصبحت لندن الاحدث بين عدد من
1442,136,0,الحكومه السوريه تدرس مع الحلفاء كيفيه الرد علي العدوان الامريكي.,"قال وزير الخارجيه الامريكي انتوني بلينكن، في بيان الثلاثاء، ان الولايات المتحده ""ستعترف وتدعم بشكل كامل"" الحكومه السوريه الجديده التي يختارها الشعب السوري، والتي تلتزم باربعه مبادئ رئيسيه."
